Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Aldosterone synthesis and secretion,22/98,0.0007400320567937499,0.0052318545410534,0,0,2.3777046783625733,17.140438031695094,KCNJ5;PRKCB;NPR1;PRKCE;PDE2A;ADCY4;CACNA1D;ATP1A2;CACNA1C;NR4A2;NR4A1;ADCY9;PLCB4;GNAQ;GNA11;AGTR1;PRKD1;PRKACA;CALM1;LDLR;KCNK3;CREB5
KEGG_2021_Human,Small cell lung cancer,21/92,0.0007676948520139141,0.0053040735230052,0,0,2.4290202110394903,17.42122014119942,CDKN2B;LAMA2;GADD45B;LAMC3;LAMB2;LAMA4;LAMA3;PTEN;PIK3R3;LAMB1;PIK3R1;PTGS2;CDK6;CCND1;COL4A2;COL4A4;AKT3;COL4A3;COL4A6;COL4A5;ITGA6
KEGG_2021_Human,Hematopoietic cell lineage,22/99,0.0008551211377104086,0.0057768183525325,0,0,2.346693121693121,16.577667758520246,CSF3;CSF3R;TFRC;MME;IL11RA;ITGA1;CD1C;EPOR;IL6;CD4;IL3RA;CD37;ITGA6;CD59;CD36;ITGA5;HLA-DOA;IL7R;CD34;CD33;CD44;HLA-DPA1
KEGG_2021_Human,Basal cell carcinoma,16/63,0.0009425813964514084,0.0062292335765484,0,0,2.793029606491032,19.45872523140244,FZD1;GSK3B;TCF7L2;TCF7L1;WNT2B;GADD45B;FZD4;HHIP;FZD7;PTCH1;FZD8;AXIN2;BMP4;BMP2;APC;WNT2
KEGG_2021_Human,Gap junction,20/88,0.0010732083067401,0.0069209625120798,0,0,2.4147031615606465,16.509573503871913,PDGFRB;GUCY1A2;PDGFRA;PRKCB;ADCY4;PDGFB;ADRB1;GNAI1;GNAI2;TJP1;GJA1;TUBB6;ADCY9;PLCB4;GNA11;GNAQ;TUBB1;PRKACA;PRKG1;MAP2K5
KEGG_2021_Human,cAMP signaling pathway,39/216,0.0010927835545389,0.0069209625120798,0,0,1.813812412505833,12.368436028172695,GRIA1;NPR1;HHIP;PDE3B;ADCY4;PIK3R3;ADRB1;CACNA1D;ATP1A2;PIK3R1;ADRB2;CACNA1C;GNAI1;GNAI2;HCAR3;EDNRA;RAP1A;PLN;RRAS;AKT3;PLCE1;PRKACA;JUN;EDN1;BDNF;PTCH1;F2R;NPY1R;ARAP3;FOS;SSTR1;TIAM1;ADCY9;FXYD1;CALM1;MYL9;CFTR;RAPGEF4;CREB5
KEGG_2021_Human,Melanogenesis,22/101,0.0011322854081752,0.0070247911037812,0,0,2.287025316455696,15.514075579283922,FZD1;GSK3B;TCF7L2;EDN1;TCF7L1;WNT2B;PRKCB;FZD4;FZD7;TYRP1;ADCY4;FZD8;MITF;GNAI1;GNAI2;EDNRB;ADCY9;PLCB4;GNAQ;PRKACA;CALM1;WNT2
KEGG_2021_Human,Arachidonic acid metabolism,15/61,0.0019071617692888,0.0115955435572759,0,0,2.674304287634678,16.746865516457365,PTGIS;GPX3;PLA2G1B;EPHX2;PLA2G4C;PLA2G5;LTC4S;PTGS2;ALOX15B;PTGS1;HPGDS;CYP2U1;ALOX5;GGT1;PTGDS
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",24/119,0.0021193581116745,0.0126330365872366,0,0,2.074786595775816,12.773718324924891,GSK3B;SHC3;PRKCB;ADCY4;PIK3R3;CACNA1D;CACNA1C;PIK3R1;FOS;SSTR1;GNAI1;GNAI2;SOCS2;GHR;SOCS3;ADCY9;PLCB4;GNAQ;GNA11;AKT3;PRKACA;JAK2;JUNB;CREB5
KEGG_2021_Human,Cholinergic synapse,23/113,0.0022906641821745,0.0133915752188668,0,0,2.098420050434872,12.75611390523718,PRKCB;ADCY4;PIK3R3;CACNA1D;CACNA1C;PIK3R1;FOS;GNG12;GNG11;GNAI1;GNAI2;ADCY9;PLCB4;GNG2;GNAQ;GNA11;GNG7;AKT3;FYN;PRKACA;JAK2;KCNJ2;CREB5
KEGG_2021_Human,Chagas disease,21/102,0.0030070828446191,0.0172481732974383,0,0,2.127941453716558,12.35649814143372,C1QB;C1QA;JUN;TGFB2;ACE;TGFB1;PIK3R3;PIK3R1;FOS;CFLAR;GNAI1;TGFBR2;GNAI2;PPP2CA;IL6;PLCB4;GNAQ;GNA11;AKT3;FAS;TLR4
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,34/193,0.0033137221241779,0.0186550282546314,0,0,1.757978754553014,10.037501782916433,GSK3B;PDGFB;PIK3R3;PIK3R1;PTGS2;CXCL3;FGF2;CXCL2;PREX1;ZFP36;GNG2;CCND1;GNG7;AKT3;JAK2;TCF7L2;GABARAPL1;JUN;TCF7L1;NFATC3;FOS;GNG12;GNG11;HLA-E;HCK;RCAN1;IL6;CDK6;CLEC2B;FAS;PIK3C3;CALM1;IL6ST;TLR3
KEGG_2021_Human,Protein digestion and absorption,21/103,0.003397317062241,0.018777897944023,0,0,2.101872439362987,11.94865982795626,CPA3;CPB2;COL13A1;MME;COL14A1;ELN;COL12A1;SLC1A1;ATP1A2;SLC8A1;SLC7A7;COL4A2;COL4A4;COL6A2;COL4A3;COL6A1;COL4A6;COL4A5;COL21A1;COL6A6;COL6A5
KEGG_2021_Human,Adherens junction,16/71,0.0035619474464467,0.0193362861378537,0,0,2.385696298161672,13.449238462455876,PTPN1;TCF7L2;TCF7L1;PTPRM;LMO7;ACTN4;SORBS1;TGFBR2;TJP1;FER;PTPRB;FYN;WASF2;VCL;WASF3;FGFR1
KEGG_2021_Human,Cortisol synthesis and secretion,15/65,0.0036953110201734,0.0197083254409249,0,0,2.459806183664052,13.77661325965898,ADCY4;CACNA1D;CACNA1C;PBX1;NR4A1;ADCY9;PLCB4;GNA11;GNAQ;AGTR1;PDE8B;PRKACA;LDLR;KCNK3;CREB5
KEGG_2021_Human,Morphine addiction,19/91,0.0039382813532329,0.0206420264031521,0,0,2.165035701443468,11.987826181655064,GABRB2;KCNJ5;PDE1C;PRKCB;PDE3B;PDE2A;ADCY4;ARRB1;GNG12;GNG11;GNAI1;GNAI2;ADCY9;GNG2;GRK5;GNG7;PDE7B;PDE8B;PRKACA
KEGG_2021_Human,Dopaminergic synapse,25/132,0.0041863885583986,0.021352805048747,0,0,1.9184441873664964,10.505240824431846,GRIA1;GSK3B;MAOB;MAOA;CACNA1D;ARRB1;CACNA1C;GNAI1;GNAI2;PPP2CA;GNG2;GNG7;AKT3;PRKACA;SLC18A2;SCN1A;KCNJ5;PRKCB;FOS;GNG12;GNG11;PLCB4;GNAQ;CALM1;CREB5
KEGG_2021_Human,Fluid shear stress and atherosclerosis,26/139,0.0042143694175158,0.021352805048747,0,0,1.8894790418178533,10.334043269568983,BMPR2;NCF2;SDC2;PDGFB;PIK3R3;PIK3R1;CDH5;THBD;AKT3;KDR;MAP2K5;MEF2A;GSTM3;MEF2C;JUN;EDN1;CAV2;DUSP1;CAV1;FOS;SELE;KLF2;BMP4;PECAM1;CALM1;GSTM5
