Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Regulation
232069_at,4.526002601446808,5.557008412020001,-1.031005810573193,-11.778991533764508,2.1068644991158647e-23,3.610060973222233e-22,Downregulated
224801_at,6.981066365819148,8.21891056966,-1.2378442038408526,-12.61683807304583,2.1231848540816388e-23,3.6368668968673574e-22,Downregulated
209687_at,9.178482725063828,11.4233921571,-2.244909432036172,-12.754018095342401,2.1958658069813365e-23,3.7577740469073552e-22,Downregulated
209119_x_at,7.193297303968083,9.08768375999,-1.894386456021917,-11.953947549084175,2.252588657097432e-23,3.852392162500556e-22,Downregulated
209290_s_at,10.715052057489363,11.82863096,-1.1135789025106373,-12.175064797258786,2.2649350629206383e-23,3.8722758199062126e-22,Downregulated
243059_at,2.2571043169042557,4.159387845,-1.9022835280957446,-13.098506771853273,2.3781117626149922e-23,4.0593182882897483e-22,Downregulated
210069_at,5.762816321170212,3.7952715915199993,1.9675447296502129,11.669896135436714,2.396111890631362e-23,4.088746007281042e-22,Upregulated
201346_at,8.133731014723406,9.15223807078,-1.0185070560565936,-11.79063286079688,2.4177173139058373e-23,4.124305215532489e-22,Downregulated
227480_at,8.625247946978723,11.933248687020003,-3.3080007400412796,-13.000313903503214,2.4654938103534225e-23,4.203139463824697e-22,Downregulated
200907_s_at,10.930123940851063,12.196859657799997,-1.2667357169489346,-12.029624953561145,2.483489241140241e-23,4.232476309377978e-22,Downregulated
200784_s_at,7.087342892521276,8.29567267287,-1.2083297803487234,-11.728141313063833,2.5339468831199065e-23,4.313002122009091e-22,Downregulated
212151_at,7.956974779765956,9.38909757279,-1.4321227930240443,-12.253419970018802,2.5457222461147345e-23,4.330304134393646e-22,Downregulated
210236_at,4.203676736925532,2.34276246662,1.860914270305532,13.220098315292125,2.5887177295930418e-23,4.402047796518854e-22,Upregulated
226560_at,9.775151247670212,7.82634076889,1.9488104787802127,11.726021312232843,2.5995111315023595e-23,4.419004605530528e-22,Upregulated
220334_at,5.762079044276596,2.6640200730400005,3.098058971236595,13.146113534582035,2.6009672674397156e-23,4.420082952496447e-22,Upregulated
210764_s_at,10.297522603265959,12.290354925379999,-1.9928323221140403,-11.532169798690234,2.6617401418974427e-23,4.519076870962621e-22,Downregulated
207265_s_at,8.43391489257447,6.470770204650002,1.9631446879244674,11.79167199736331,2.6769126360201186e-23,4.543402431081669e-22,Upregulated
227545_at,6.388248525840424,5.21457730176,1.1736712240804232,12.38203894086805,2.7557129756735273e-23,4.675671233740578e-22,Upregulated
229422_at,7.535725131808511,5.82391011573,1.7118150160785106,11.695153765522534,2.793722254969752e-23,4.738667461551659e-22,Upregulated
227211_at,6.569827428542553,4.98460263973,1.5852247888125524,12.18704372653104,2.8393299275875655e-23,4.814508180492584e-22,Upregulated
212311_at,9.560698143351065,8.523646560960001,1.0370515823910633,11.605013200996892,2.8996864916408645e-23,4.9153021632333925e-22,Upregulated
211467_s_at,5.7754357315425535,7.270901590220001,-1.4954658586774476,-11.49769881616705,2.935023173069972e-23,4.973634416721534e-22,Downregulated
241937_s_at,6.580994784755319,5.4023305311700005,1.1786642535853185,11.823024054808386,2.9565103676192103e-23,5.008468240402106e-22,Upregulated
235722_at,7.119060323946809,8.747438664779999,-1.6283783408331898,-12.446607991474227,2.965893523275419e-23,5.022781770871904e-22,Downregulated
215747_s_at,6.2645320687553205,5.25138328752,1.0131487812353202,12.365751840910486,2.997120850784902e-23,5.074068054149094e-22,Upregulated
209920_at,6.581679128095744,7.767344694319999,-1.1856655662242552,-11.448647461451634,3.0090079368696903e-23,5.09258970712628e-22,Downregulated
209152_s_at,6.45528526530851,5.389827114480002,1.0654581508285084,12.282639283815458,3.04171298049486e-23,5.143086273778577e-22,Upregulated
217061_s_at,4.791183768744682,6.290977847660002,-1.4997940789153192,-11.489381831619506,3.044529287243005e-23,5.144613642590394e-22,Downregulated
235496_at,5.809781857255318,7.2834961457,-1.4737142884446817,-11.385589359004399,3.044090089739739e-23,5.144613642590394e-22,Downregulated
203029_s_at,6.1782305860106375,8.20465662843,-2.026426042419362,-12.491630887555335,3.049175886420082e-23,5.150847180495934e-22,Downregulated
224632_at,8.306013251085107,7.27526389857,1.0307493525151061,12.28065984709554,3.179696017190486e-23,5.368672583963149e-22,Upregulated
228370_at,7.342716786574468,8.96083069489,-1.6181139083155314,-12.320350654403684,3.18011952041546e-23,5.368672583963149e-22,Downregulated
221782_at,9.755358649861702,8.67131475042,1.084043899441701,12.150870363881449,3.2029030620939587e-23,5.403743541335811e-22,Upregulated
222321_at,5.1981118386595755,8.33130800254,-3.1331961638804247,-11.40390888976393,3.293583096619717e-23,5.551509258376311e-22,Downregulated
228314_at,7.359477187712767,8.44289703426,-1.0834198465472324,-11.874557408731004,3.309059504621909e-23,5.575848199110088e-22,Downregulated
238070_at,6.088033295542553,3.8208165526199998,2.2672167429225536,12.365962185933508,3.323374817797681e-23,5.598216033512874e-22,Upregulated
209335_at,10.63998960694681,12.708076857600004,-2.0680872506531944,-12.606064306451387,3.3255299805288545e-23,5.600092533898715e-22,Downregulated
1569607_s_at,5.775885231936171,8.23477334504,-2.4588881131038294,-11.91401288318834,3.441925891816511e-23,5.790660807545914e-22,Downregulated
221031_s_at,7.473442913234043,9.45559550161,-1.982152588375957,-11.370607990433774,3.5097530319125694e-23,5.902926096762022e-22,Downregulated
226313_at,6.14469234444681,4.932317379820001,1.2123749646268092,12.591508402314975,3.542740972257795e-23,5.954683310433055e-22,Upregulated
204284_at,7.2066059305212775,9.34422517532,-2.1376192447987226,-11.49631015460739,3.7843943853906354e-23,6.354899669454284e-22,Downregulated
224210_s_at,4.976569465595745,6.7460538872699995,-1.769484421674255,-11.915377455749885,3.8360652043877554e-23,6.439656775380768e-22,Downregulated
221750_at,8.378632832542552,9.463370306919998,-1.0847374743774463,-11.370901581062018,3.956543983469997e-23,6.637762779005529e-22,Downregulated
206726_at,6.5086465878829785,8.7737595503,-2.265112962417021,-12.262100893776958,3.956294634220901e-23,6.637762779005529e-22,Downregulated
223007_s_at,9.646292432382978,10.900952922640002,-1.2546604902570238,-12.08312225071623,4.02197150501554e-23,6.74542436447664e-22,Downregulated
203962_s_at,8.929379628446808,11.019649840749999,-2.0902702123031904,-12.469782034314578,4.0314342797863934e-23,6.759187162487249e-22,Downregulated
241922_at,3.586035953042553,4.58687162798,-1.0008356749374467,-11.3546326315721,4.074550694916493e-23,6.827220675289049e-22,Downregulated
211495_x_at,8.058093630372342,9.25344820492,-1.1953545745476575,-11.596911792516705,4.1016548580385634e-23,6.8704954280430445e-22,Downregulated
203592_s_at,5.879774117765956,7.490133524729999,-1.6103594069640428,-11.556918995627312,4.1636686213241776e-23,6.965694571276585e-22,Downregulated
210367_s_at,7.3784234696914925,5.4347440138800005,1.943679455811492,12.63065945052751,4.247616040671753e-23,7.103926503842379e-22,Upregulated
220083_x_at,6.482835486882979,5.41019510925,1.072640377632979,11.663505112746567,4.2736545919155473e-23,7.145252902728307e-22,Upregulated
220233_at,3.7444757151808514,5.17111310868,-1.4266373934991488,-11.352108248363674,4.383165630179788e-23,7.326070434582041e-22,Downregulated
203820_s_at,6.964429672595746,3.6044311011099994,3.3599985714857468,12.804529358197573,4.421867540027517e-23,7.388461245974527e-22,Upregulated
208937_s_at,10.505512226638297,12.296738549510001,-1.7912263228717045,-12.09262802890842,4.444384387781819e-23,7.4237782199140655e-22,Downregulated
211520_s_at,2.474037757595745,4.078423536639999,-1.6043857790442542,-12.79866369953416,4.5521043347293795e-23,7.598990805330676e-22,Downregulated
1554271_a_at,5.892322425946809,4.2815426714700004,1.610779754476809,11.886798377129393,4.5606696681104277e-23,7.610927048370694e-22,Upregulated
236892_s_at,4.353329827085107,6.538509874739999,-2.1851800476548924,-12.27623714286115,4.626128652647723e-23,7.712986847839752e-22,Downregulated
211385_x_at,8.413810907468086,9.58806676758,-1.1742558601119146,-11.798871668417979,4.7096847702761175e-23,7.849863807067594e-22,Downregulated
220658_s_at,5.421986671255318,2.81760065399,2.6043860172653184,12.169825282895628,4.829721059756585e-23,8.042457489785377e-22,Upregulated
201797_s_at,7.772322649723406,6.651503476100001,1.1208191736234046,11.640069528451496,4.945588075113466e-23,8.23285051711708e-22,Upregulated
228647_at,6.870874671063829,8.18957194597,-1.318697274906171,-11.65188826309919,5.0199224937759887e-23,8.351424412317826e-22,Downregulated
238775_at,5.876317254085106,4.703281743000001,1.1730355110851054,11.854775861868427,5.0244894520109426e-23,8.356437528319745e-22,Upregulated
218484_at,6.3276796024255315,8.29010812389,-1.962428521464469,-12.142869737344078,5.047258237616493e-23,8.391710403970346e-22,Downregulated
210655_s_at,5.03837908562766,6.489890493319999,-1.4515114076923394,-11.522642163212229,5.2245871965820007e-23,8.683858064133484e-22,Downregulated
201044_x_at,8.600568197457447,10.77673506765,-2.176166870192553,-11.432095312679978,5.227410937291613e-23,8.685867305318712e-22,Downregulated
203418_at,5.470292279755319,3.1428078306199994,2.3274844491353197,12.764088492322104,5.283478718864086e-23,8.776318294404686e-22,Upregulated
232205_at,5.4375041198936165,6.687191586589998,-1.2496874666963818,-11.40153038106954,5.424375209384817e-23,8.99646762294085e-22,Downregulated
229103_at,6.4040557515531935,4.57165320177,1.8324025497831933,12.645488378502373,5.521677551221062e-23,9.153550166239307e-22,Upregulated
214140_at,7.264302803468086,6.0134449756200015,1.2508578278480842,11.841010325813798,5.61850311323148e-23,9.306954371674418e-22,Upregulated
235607_at,4.358497556925532,3.2554021170599996,1.1030954398655326,11.93115079900305,5.667060569633047e-23,9.381610335434998e-22,Upregulated
209437_s_at,5.173315999904256,7.268932169139999,-2.0956161692357433,-11.569682000134305,5.670397888095871e-23,9.384246794126908e-22,Downregulated
223721_s_at,7.220102985585107,3.45623436075,3.7638686248351068,12.49160527564397,5.962450225472358e-23,9.861511310801237e-22,Upregulated
209182_s_at,6.863161064893617,8.78070690062,-1.9175458357263828,-11.377324132585485,6.01681257716648e-23,9.948364010927645e-22,Downregulated
200806_s_at,12.062870881957446,10.937716803349995,1.1251540786074514,11.905000370493417,6.050853990560652e-23,1.000157445409635e-21,Upregulated
1559277_at,3.4481625543510637,6.464273000939999,-3.016110446588935,-12.012462739168127,6.081543073558589e-23,1.0049212772793311e-21,Downregulated
207016_s_at,4.155253951000001,6.616351504730001,-2.46109755373,-11.637944713614303,6.151916049497946e-23,1.01623758181295e-21,Downregulated
229369_at,5.624196922319149,7.23862882863,-1.614431906310851,-12.145866470770901,6.218013691453842e-23,1.0265257348328308e-21,Downregulated
214005_at,9.086210874265957,8.02072278507,1.0654880891959575,12.155512858062156,6.26892963081906e-23,1.0339792981393254e-21,Upregulated
204629_at,5.259743330989362,6.709456374289998,-1.449713043300636,-11.361677041576623,6.299146293546636e-23,1.0386446429941735e-21,Downregulated
242344_at,3.335890907712766,5.670758012969999,-2.3348671052572327,-11.345028340982513,6.472273592756977e-23,1.0662104363247375e-21,Downregulated
213258_at,11.230141921265956,12.7980252225,-1.567883301234044,-12.51470803345873,6.487720781406256e-23,1.0681008568984294e-21,Downregulated
229121_at,4.597682396170212,6.472564183829999,-1.8748817876597874,-11.518360541530944,6.716103825112977e-23,1.1046861172401425e-21,Downregulated
209101_at,11.254910927425533,12.811992044569998,-1.557081117144465,-11.64737076687246,6.882834576382516e-23,1.1314185223878667e-21,Downregulated
212510_at,9.47331668811702,10.865272027019998,-1.391955338902978,-12.174955105771915,6.903969726711841e-23,1.1341994982312862e-21,Downregulated
203819_s_at,6.566675621489362,3.04625978331,3.520415838179362,12.833155844767164,6.92817015839142e-23,1.1374803423053753e-21,Upregulated
1555388_s_at,6.748473486861702,8.39691630886,-1.648442821998298,-12.06819364941853,6.927505368952207e-23,1.1374803423053753e-21,Downregulated
225666_at,8.530977846680853,7.31453733076,1.2164405159208531,12.29009049208301,6.956257506846966e-23,1.1417432598818155e-21,Upregulated
1568763_s_at,9.819568618648935,7.72856885617,2.090999762478935,11.263918436952958,7.019435971258427e-23,1.1517613884994075e-21,Upregulated
226552_at,5.329523155553192,3.8651503190199996,1.464372836533192,11.766242162267327,7.234662367787929e-23,1.186714090008666e-21,Upregulated
237301_at,4.302243085904254,5.8791036209800005,-1.5768605350757463,-12.28076846515807,7.242536294552692e-23,1.187643466886619e-21,Downregulated
227094_at,8.201942235127659,7.1190854374,1.0828567977276586,12.152618959577797,7.291556396117068e-23,1.1953174407849822e-21,Upregulated
219593_at,7.024344476840424,8.424540942070001,-1.4001964652295769,-11.664689319532746,7.340479149444714e-23,1.202970784680175e-21,Downregulated
211434_s_at,6.214854163329787,8.0883177463,-1.8734635829702126,-12.3522493411367,7.345931323775766e-23,1.2034976003064374e-21,Downregulated
238807_at,6.069316335882978,4.459313267180001,1.6100030687029774,12.237363557016025,7.448911453161051e-23,1.2199974160162008e-21,Upregulated
222762_x_at,10.080445566648935,11.091625309390002,-1.0111797427410671,-11.46902080070099,7.530284410696412e-23,1.232949398215273e-21,Downregulated
1570143_at,6.11574635887234,4.087643172239999,2.0281031866323413,12.023648712081972,7.819901526542068e-23,1.2795899711183197e-21,Upregulated
209200_at,7.814786257531915,9.20879082545,-1.3940045679180857,-12.10559259704292,8.062291827780728e-23,1.3176494325403046e-21,Downregulated
206528_at,5.040535690872341,7.56769441234,-2.527158721467659,-12.411816029285088,8.100059422613863e-23,1.323419793756711e-21,Downregulated
212486_s_at,6.43706063068085,7.851136390220001,-1.4140757595391502,-11.866426358798622,8.239637247538738e-23,1.345407191852212e-21,Downregulated
235642_at,2.253441246617021,3.9368661171600006,-1.6834248705429795,-12.832030006131108,8.299559979957722e-23,1.3547803735417483e-21,Downregulated
210632_s_at,2.266268276351064,3.59801179902,-1.331743522668936,-12.250071582658931,8.313475915119174e-23,1.3566402171438105e-21,Downregulated
208510_s_at,6.419750355659574,8.62820650954,-2.2084561538804257,-11.633280353386706,8.4081009768672e-23,1.3716655115006952e-21,Downregulated
228121_at,5.776640902648936,7.822428335409999,-2.0457874327610632,-11.994310593309399,8.476563313093326e-23,1.3815770738122353e-21,Downregulated
202150_s_at,7.954225997851063,9.47493204426,-1.520706046408936,-11.634401048681076,8.554311827536147e-23,1.3938267675124483e-21,Downregulated
230578_at,3.4709259273723405,4.69298942931,-1.2220635019376593,-11.480562227855577,8.683839528706664e-23,1.4145033097850291e-21,Downregulated
213618_at,8.6254542225,9.82051169623,-1.1950574737299995,-11.771281959984645,8.809094997438153e-23,1.4336035810354267e-21,Downregulated
210038_at,5.223451125170213,6.997643052450001,-1.7741919272797881,-12.176747862702555,8.899639097063397e-23,1.4479007515869687e-21,Downregulated
207390_s_at,6.170179665436171,7.4940064385700005,-1.3238267731338293,-11.327552154412606,8.974462950353279e-23,1.4593147234245687e-21,Downregulated
207294_at,5.442972419585107,8.84731334979,-3.404340930204892,-11.314001461200334,9.078644666330755e-23,1.4756844425000482e-21,Downregulated
238461_at,5.472365168531915,7.403298096529999,-1.930932927998084,-11.436302417614488,9.130694942397293e-23,1.4836965503679179e-21,Downregulated
230665_at,3.5942962517340433,4.67607871474,-1.0817824630059567,-11.88725548817885,9.381557788982237e-23,1.5235400580863483e-21,Downregulated
205277_at,4.58333089519149,5.830781419730001,-1.247450524538511,-11.539425879589492,9.692269825623543e-23,1.5735237695170174e-21,Downregulated
204320_at,6.3012627135638315,2.27059105766,4.030671655903832,12.942001034858112,9.800427367361663e-23,1.5896435053706709e-21,Upregulated
201531_at,10.827932331734043,12.629648791290002,-1.8017164595559585,-11.243660308263472,9.803683379746515e-23,1.589692234739361e-21,Downregulated
229870_at,5.213234754351064,3.74524104812,1.4679937062310642,11.864843340528449,9.863123811691033e-23,1.5988486357312053e-21,Upregulated
1554482_a_at,9.087264676159574,7.98963577406,1.097628902099574,11.425911110064977,9.958839172848099e-23,1.6138780468538953e-21,Upregulated
1555870_at,4.292738137914894,2.51009129316,1.7826468447548938,12.7971504230355,1.0125951945344862e-22,1.6399712476131249e-21,Upregulated
226886_at,9.237499487595745,8.16504333502,1.0724561525757448,11.946012135996428,1.0365981591058052e-22,1.6773305832029133e-21,Upregulated
213668_s_at,8.515624457521277,6.979677000800001,1.535947456721276,11.343055171732017,1.0428705247854348e-22,1.6869724525145683e-21,Upregulated
205289_at,7.849074171351063,10.03528321084,-2.1862090394889364,-11.785962054846708,1.0456289776765074e-22,1.6909260430940659e-21,Downregulated
228347_at,7.982215256074469,4.66952830402,3.3126869520544693,11.288120016767389,1.0479833100063875e-22,1.6942239348362955e-21,Upregulated
225212_at,6.57627869574468,7.90842343819,-1.3321447424453199,-11.287407800301109,1.0618570092126857e-22,1.7161370522089397e-21,Downregulated
202669_s_at,5.910922246691489,8.05117503125,-2.1402527845585118,-11.80567115004343,1.0770917920243454e-22,1.7391912076199774e-21,Downregulated
215299_x_at,9.951113482904256,11.117344391289999,-1.1662309083857423,-11.6951107534522,1.080716200768883e-22,1.744519855178726e-21,Downregulated
229886_at,5.015792330936169,3.580512051250001,1.4352802796861686,12.407697680446782,1.0981038345225984e-22,1.7715240804928756e-21,Upregulated
202357_s_at,10.411813038521275,8.447461677849999,1.9643513606712766,11.497081057403168,1.1233311830301772e-22,1.8100506593906864e-21,Upregulated
242550_at,7.090674397106384,4.96285915131,2.127815245796384,11.602698705592287,1.1568880785634326e-22,1.8630054548985864e-21,Upregulated
213519_s_at,6.7440894243085125,8.31825876401,-1.5741693397014878,-12.093885159071919,1.171297856609126e-22,1.885081583350642e-21,Downregulated
1554768_a_at,5.942612179191491,3.4396493679999995,2.502962811191492,12.54802186395233,1.2069581262649495e-22,1.9395712512484784e-21,Upregulated
221919_at,7.578676094606385,5.85886376768,1.7198123269263847,11.496249949491125,1.207955401954766e-22,1.9403354719932008e-21,Upregulated
215617_at,5.420151200925532,6.998366577589999,-1.5782153766644669,-11.71570938474089,1.2124349238874563e-22,1.9466276064540516e-21,Downregulated
232068_s_at,6.075449477946808,7.854806705310001,-1.7793572273631924,-11.846110592739128,1.2434982633159013e-22,1.9959056278934367e-21,Downregulated
203895_at,5.531777315180852,8.20860134485,-2.676824029669149,-12.491847336094246,1.2446708683524774e-22,1.9971917459787096e-21,Downregulated
208149_x_at,6.43487518751064,5.247005810939999,1.1878693765706405,11.741894493990221,1.2547267703729407e-22,2.0121268357566782e-21,Upregulated
223991_s_at,8.394310049531915,7.32271450623,1.0715955433019158,11.596043412647168,1.2627034823174637e-22,2.024315037255651e-21,Upregulated
226931_at,4.694697436925533,7.136796702580001,-2.442099265654468,-11.65427546134761,1.298520445631144e-22,2.0804951054130686e-21,Downregulated
236641_at,4.398433318989361,2.2675062919999998,2.130927026989361,12.904131685786917,1.301896739644147e-22,2.085283443671831e-21,Upregulated
224467_s_at,7.440941884372341,6.189961297499998,1.250980586872343,11.954246509674006,1.3053226055197753e-22,2.0901483078441986e-21,Upregulated
203615_x_at,9.462383197595743,10.631897704650001,-1.1695145070542576,-11.656995956880865,1.3184247110033207e-22,2.1098718091646713e-21,Downregulated
1558508_a_at,8.447807213808511,6.84141478108,1.6063924327285113,11.536313195266034,1.3212672560082272e-22,2.1137918093890095e-21,Upregulated
236313_at,7.175251721053192,9.29608699941,-2.120835278356809,-12.379968504714045,1.358944321883195e-22,2.17213014255006e-21,Downregulated
231647_s_at,6.463748237627659,3.381781501759999,3.0819667358676597,11.659962244790464,1.3875069569724319e-22,2.2164671573424183e-21,Upregulated
242436_at,5.179517347446808,6.604214185829999,-1.4246968383831913,-11.32811553722759,1.3880334964990385e-22,2.216649930008827e-21,Downregulated
206201_s_at,6.369995039851063,8.677705585790001,-2.3077105459389378,-11.939596091423669,1.3957979238618243e-22,2.2277266211522874e-21,Downregulated
213378_s_at,5.669111162031916,4.28735545619,1.3817557058419156,11.795026064052216,1.3982113059142987e-22,2.2309164431891568e-21,Upregulated
201615_x_at,7.893425318702127,9.62811505956,-1.734689740857874,-11.415215864498967,1.4087692030232147e-22,2.2470955027819287e-21,Downregulated
222746_s_at,7.6714669385212755,6.44540738156,1.2260595569612756,11.946461510308238,1.4124858053127797e-22,2.2523558115788072e-21,Upregulated
238477_at,5.526096162585106,6.83394621686,-1.307850054274894,-11.82567205759765,1.4208632893317565e-22,2.2650430610550636e-21,Downregulated
240115_at,2.6488482671914895,3.7201388903300003,-1.0712906231385109,-11.471764513000112,1.428434240470521e-22,2.27576315337522e-21,Downregulated
1569320_at,7.225766892351065,5.03917069642,2.186596195931065,11.780013441617086,1.5057085369961098e-22,2.396036667777301e-21,Upregulated
241365_at,5.422181398521276,6.93097694271,-1.5087955441887244,-12.11999018608607,1.5056990182956613e-22,2.396036667777301e-21,Downregulated
1554894_a_at,6.591458302170212,5.350633777770001,1.2408245244002112,11.813854226453754,1.529335566786229e-22,2.4321952334466032e-21,Upregulated
229802_at,7.576581934787234,4.8782680782100005,2.6983138565772338,11.184687309362191,1.5313460681721907e-22,2.434672764490377e-21,Upregulated
213520_at,4.360289434212765,2.9403559543599993,1.4199334798527659,12.418772203264771,1.5362367764253737e-22,2.441726691986263e-21,Upregulated
40148_at,5.941447374563827,7.015631991929999,-1.0741846173661722,-11.613951208925956,1.5415172896906116e-22,2.4493958328891943e-21,Downregulated
216339_s_at,2.23993106987234,3.63961716761,-1.3996860977376602,-12.429001618740296,1.5666632365948876e-22,2.4886163273329186e-21,Downregulated
227155_at,3.743573074925531,4.877871213950001,-1.1342981390244695,-11.286136098914573,1.5707994335166351e-22,2.4944499064400868e-21,Downregulated
202291_s_at,12.184544565606384,13.978133234,-1.7935886683936157,-12.45490277144103,1.5880090586342603e-22,2.5210346879487107e-21,Downregulated
230408_at,5.984013676202127,4.853368708490001,1.1306449677121266,11.90405828778877,1.5915643837891726e-22,2.52593337109721e-21,Upregulated
235199_at,7.215116767457447,8.395424016200002,-1.1803072487425545,-11.687913790050098,1.7097225237497345e-22,2.7094618639482385e-21,Downregulated
205648_at,5.494227970734043,7.680098198549998,-2.185870227815955,-12.050767976602296,1.7319955148323453e-22,2.7439502433217237e-21,Downregulated
222532_at,8.070517179351064,6.998483779279999,1.0720334000710654,11.570871507896278,1.7714346143039348e-22,2.8039547429355924e-21,Upregulated
235456_at,5.67398297711702,2.94022416293,2.73375881418702,12.563731196734452,1.8335460686929248e-22,2.8997091693830536e-21,Upregulated
210214_s_at,5.707787513425534,6.96421875866,-1.2564312452344666,-11.322296951959915,1.840441124048405e-22,2.9097579746639483e-21,Downregulated
215224_at,4.4258287294574465,2.6375671484500005,1.788261581007446,12.546626598636346,1.8445723566220297e-22,2.9154325234579048e-21,Upregulated
219747_at,9.651692061404255,11.7381419192,-2.0864498577957455,-12.47531735916249,1.852901470682765e-22,2.927736736255676e-21,Downregulated
224964_s_at,8.008619038819148,9.386395945460002,-1.3777769066408538,-11.573447516006855,1.871293625460512e-22,2.955929484259004e-21,Downregulated
207455_at,2.802226075170213,4.329539712450001,-1.527313637279788,-12.375535248415085,1.8857683560284878e-22,2.9779194596990088e-21,Downregulated
202192_s_at,6.986761171021275,8.14316196044,-1.1564007894187256,-11.879158693809416,1.9729291729437194e-22,3.1128180843634757e-21,Downregulated
207220_at,2.3813734394042547,3.59306896541,-1.2116955260057454,-12.337755089385519,1.9950110960569701e-22,3.1467350971413547e-21,Downregulated
212556_at,8.202975534063828,7.066555351789999,1.1364201822738291,12.340919220121508,2.000408805933125e-22,3.1543238943394625e-21,Upregulated
1557383_a_at,6.350174072585105,4.3552909921700005,1.9948830804151045,11.102642849564017,2.0266957239143387e-22,3.1929659111440136e-21,Upregulated
224341_x_at,7.190935775765956,8.51769934964,-1.3267635738740449,-11.835244633629241,2.046750215773746e-22,3.2226729246371984e-21,Downregulated
209098_s_at,5.111825990638298,6.887609449900001,-1.775783459261703,-11.463138262221568,2.067759252136345e-22,3.2547995064502615e-21,Downregulated
208527_x_at,6.822025309265959,5.47140226814,1.3506230411259583,12.014121641803461,2.0819376477545593e-22,3.2752003019048473e-21,Upregulated
209496_at,10.399775629319148,12.185931022299997,-1.7861553929808487,-12.110407916441034,2.108138526443676e-22,3.3154485024356595e-21,Downregulated
201416_at,9.978379013255319,8.79428934992,1.1840896633353193,11.275095807174736,2.1245762993718523e-22,3.3403233217776806e-21,Upregulated
212509_s_at,11.536240673414895,12.622140765100001,-1.0859000916851063,-11.608716900042793,2.25007967915066e-22,3.5355765592403565e-21,Downregulated
221814_at,5.517905356478723,6.95937702372,-1.4414716672412773,-11.384342213875318,2.2865487571546786e-22,3.591831526060793e-21,Downregulated
212158_at,9.26967988830851,11.056892276609998,-1.787212388301489,-12.431262709328196,2.311194837086916e-22,3.629486876133047e-21,Downregulated
216228_s_at,4.8868358655,3.3266126607,1.5602232048000002,12.330759094877383,2.3184638602961194e-22,3.639839380907387e-21,Upregulated
242851_at,5.950050420095745,4.311759072930001,1.6382913471657439,11.41138439013427,2.4479732029925287e-22,3.8397983871728246e-21,Upregulated
221060_s_at,4.242194873457448,6.266245727239999,-2.0240508537825512,-11.148246608270112,2.4665129098723907e-22,3.867751118670449e-21,Downregulated
228974_at,5.978825170606382,7.8932638833599995,-1.9144387127536175,-11.905561113176704,2.5357485859965657e-22,3.974002722797531e-21,Downregulated
223569_at,7.3701566922021255,6.00554193321,1.3646147589921256,11.787733479040591,2.5788510009852765e-22,4.040375180279466e-21,Upregulated
201689_s_at,11.14935632044681,10.047023745459999,1.1023325749868107,11.644043204637573,2.582258755565868e-22,4.0445360928033136e-21,Upregulated
203373_at,9.392243979553191,11.254423597860002,-1.8621796183068113,-11.389185297193963,2.614292233268867e-22,4.0923260203317606e-21,Downregulated
223125_s_at,8.121323204,9.43892920464,-1.3176060006400014,-12.16250820259426,2.6658081857258787e-22,4.170539821915419e-21,Downregulated
204438_at,10.962168123127661,12.65557969546,-1.693411572332339,-11.557058061805026,2.684097886709759e-22,4.196711887632881e-21,Downregulated
216080_s_at,6.849131793585106,8.061455114300001,-1.2123233207148951,-11.317488937992751,2.7070669984624794e-22,4.231395105472331e-21,Downregulated
200785_s_at,7.6558651465425545,9.164375644300002,-1.508510497757447,-11.955913926650668,2.7978446280383603e-22,4.372018337120025e-21,Downregulated
220088_at,8.201490172531914,9.86806472193,-1.6665745493980868,-11.372513943284728,2.8111375826697735e-22,4.391514551887204e-21,Downregulated
235117_at,7.7238943129468085,6.30358405792,1.4203102550268083,11.335746512740009,2.8456610853006324e-22,4.442865809404349e-21,Upregulated
202687_s_at,10.510940669457446,12.10318035347,-1.5922396840125543,-11.25745928685649,2.8872063227618024e-22,4.5051139911826605e-21,Downregulated
219115_s_at,4.5811584194042565,6.860151173570001,-2.2789927541657446,-11.403519685558186,2.8933649502647014e-22,4.51341436238217e-21,Downregulated
238546_at,4.70758863312766,5.898892482989998,-1.1913038498623383,-11.163223724623423,2.903634824293864e-22,4.526808772738254e-21,Downregulated
1558561_at,5.355771331734043,3.9212268297400006,1.4345445019940422,11.891364300186034,2.9112349258258925e-22,4.537342269500766e-21,Upregulated
229845_at,5.8805393840957425,4.51187135832,1.3686680257757429,11.89873490702028,3.0021417067934765e-22,4.676316068392526e-21,Upregulated
203988_s_at,8.656998574159575,7.41098503069,1.2460135434695747,11.696627092924363,3.0078657465613313e-22,4.683875710612269e-21,Upregulated
223811_s_at,5.423168402744682,4.3455250669700005,1.077643335774681,11.957459075069266,3.013835335188155e-22,4.691813237002318e-21,Upregulated
204220_at,9.2140103891383,10.621246650489997,-1.4072362613516969,-12.048672878473067,3.055618436246353e-22,4.755483021179004e-21,Downregulated
212099_at,11.599836605861702,12.9081100773,-1.308273471438298,-11.422401873109218,3.058182157779568e-22,4.758096197232625e-21,Downregulated
209070_s_at,8.731409263340426,10.527305425609997,-1.795896162269571,-11.308827688171988,3.1236222919935426e-22,4.856179260490661e-21,Downregulated
