Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Regulation
207547_s_at,3.740951966829787,8.73023642099,-4.989284454160213,-35.62854412193681,5.2351870676924144e-86,2.8157977162290423e-81,Downregulated
206208_at,4.251615457670212,9.39113405885,-5.1395186011797875,-34.53066531185905,2.899591802949089e-84,7.797872235670986e-80,Downregulated
206209_s_at,3.356916211563829,9.74655619707,-6.38963998550617,-35.23606993972788,1.101265941792486e-83,1.9744229981750217e-79,Downregulated
1555191_a_at,3.1940749499468084,7.82090468038,-4.626829730433192,-32.99121569351098,9.505070080839007e-81,1.2780992484200171e-76,Downregulated
217177_s_at,3.6887326784042553,7.652662277840001,-3.9639295994357457,-33.029308732020056,2.363322810551515e-79,2.5422736137664757e-75,Downregulated
211237_s_at,3.0116754103617023,6.24672645717,-3.235051046808298,-32.15327042026066,8.516511487323242e-77,7.634484780952797e-73,Downregulated
206159_at,2.8381614036702127,7.61232146573,-4.774160062059787,-30.568901121288345,1.4172046425624077e-75,1.088939555783738e-71,Downregulated
238062_at,2.8825860715744676,8.21551854584,-5.332932474265533,-30.559140757322073,1.918069912838603e-75,1.2895663541492138e-71,Downregulated
213974_at,3.40002032625532,7.580057619389999,-4.180037293134679,-32.15904432860439,5.28844175241949e-75,3.1604903121737185e-71,Downregulated
206283_s_at,4.202060230542553,7.62154057627,-3.4194803457274467,-29.547163721838327,2.4301009795924042e-73,1.3070541128835705e-69,Downregulated
236154_at,3.705872052776596,6.593166672750001,-2.887294619973405,-30.76792077495298,4.64672384560313e-72,2.272078988723727e-68,Downregulated
238891_at,2.524374048617021,6.020220775080002,-3.495846726462981,-31.501887595136843,6.225669210366072e-72,2.7904487012395795e-68,Downregulated
220677_s_at,3.641903832180851,7.930457379440001,-4.28855354725915,-29.05808755251683,2.2796593929075227e-71,8.758125721923145e-68,Downregulated
217046_s_at,4.928695853829788,11.090437222710001,-6.161741368880214,-35.878080422867285,2.192571525801141e-71,8.758125721923145e-68,Downregulated
222121_at,3.4596079717872334,7.336510164990002,-3.8769021932027683,-29.06481510298389,2.486809053035117e-71,8.917034115103122e-68,Downregulated
219937_at,2.901177727234042,6.3702018126099995,-3.4690240853759575,-28.4322405843573,1.0779912705601457e-70,3.62380240489675e-67,Downregulated
1552667_a_at,4.216728279819149,7.85447252243,-3.637744242610851,-28.376108982287445,1.3233639235125785e-70,4.186967764120444e-67,Downregulated
209469_at,3.7773843909574465,9.39937072541,-5.621986334452553,-32.746721876768355,3.390075071223936e-70,1.0129920987825036e-66,Downregulated
230469_at,4.92770908062766,9.69929287123,-4.77158379060234,-28.777645834620362,1.0757060142400095e-69,3.045153877995429e-66,Downregulated
63305_at,4.376157036212766,7.67343333226,-3.297276296047234,-28.99344651518159,1.2667359563419088e-69,3.4066330073902954e-66,Downregulated
206030_at,2.8186647317127655,5.86849093319,-3.049826201477235,-27.742346543502535,4.4324572007862143e-69,1.1352578238166063e-65,Downregulated
206898_at,3.220464877244681,6.70260234166,-3.4821374644153185,-27.70036229806866,5.455614975363637e-69,1.333798668476857e-65,Downregulated
223775_at,3.0005100864255314,7.0116236036299995,-4.011113517204468,-27.86869091110217,5.850538613253338e-69,1.3681611732714959e-65,Downregulated
239262_at,4.278215911989363,8.18415200048,-3.9059360884906367,-28.205455320140747,3.1178121111435123e-68,6.987276758748539e-65,Downregulated
209840_s_at,3.321326325095744,8.326639574509999,-5.005313249414255,-28.952405651105806,4.660934384541979e-68,1.0027720672278994e-64,Downregulated
215918_s_at,4.89280740237234,9.283924882720001,-4.391117480347661,-31.661421657481643,5.615273599116209e-68,1.16162733000794e-64,Downregulated
207302_at,2.571117699968085,6.95966329745,-4.388545597481915,-30.831208397056965,2.3000067388860247e-67,4.581783794730509e-64,Downregulated
229529_at,2.97304222093617,7.0074092865500015,-4.034367065613831,-27.581255123865432,3.826235783461941e-67,7.349925637474427e-64,Downregulated
224339_s_at,3.4118470016382973,7.113079760350002,-3.701232758711704,-27.131200336256423,7.893728471176568e-67,1.4640416536231135e-63,Downregulated
206701_x_at,4.429448118521277,9.541347396719999,-5.111899278198722,-29.199597901397848,9.722903626078878e-67,1.7431869814409285e-63,Downregulated
206702_at,6.00691146651064,9.88023531608,-3.8733238495693607,-28.472777403697553,5.258209323806681e-66,9.1231627964602e-63,Downregulated
213715_s_at,4.689655998021276,8.315353144010002,-3.6256971459887257,-27.39666757276618,9.289507747253434e-66,1.4596898635420014e-62,Downregulated
205472_s_at,3.470765302872342,7.13486743035,-3.664102127477658,-26.39444315626896,9.209785069775128e-66,1.4596898635420014e-62,Downregulated
1560359_at,3.5886038172978725,7.016545209349999,-3.427941392052127,-26.53457408772221,9.769983841057533e-66,1.4596898635420014e-62,Downregulated
235108_at,3.6289408188723407,7.340186661260001,-3.71124584238766,-26.374569751652366,9.74539794573145e-66,1.4596898635420014e-62,Downregulated
238206_at,2.884833080148936,6.18971935364,-3.3048862734910642,-26.41657739376725,8.875651547761141e-66,1.4596898635420014e-62,Downregulated
1557729_at,2.8773220456702133,5.922888732940001,-3.0455666872697873,-28.724733502194162,1.1892006270417022e-65,1.7287120250287836e-62,Downregulated
243813_at,4.389114756787233,8.94058462192,-4.551469865132766,-27.62309172327714,1.672446203162419e-65,2.367215565349839e-62,Downregulated
219046_s_at,4.77291373744681,7.35335415434,-2.5804404168931896,-26.24144424726076,2.0960584500986467e-65,2.890733328128354e-62,Downregulated
225660_at,4.509367169170213,8.76895634675,-4.259589177579787,-27.504514165396944,3.934083302313035e-65,5.289965112455222e-62,Downregulated
200878_at,12.291104178936173,14.407266525400003,-2.1161623464638293,-27.73238324136534,6.919321707677208e-65,9.07713749680796e-62,Downregulated
205779_at,5.358437201468084,9.37410910141,-4.015671899941915,-26.058821289246787,3.191350559541586e-64,3.929232437071057e-61,Downregulated
209470_s_at,4.091012253234043,10.42184218789,-6.330829934655958,-31.742272118744232,3.117610720141376e-64,3.929232437071057e-61,Downregulated
228568_at,4.930526453382979,9.170609029740001,-4.240082576357023,-27.004623970158203,3.214335091494562e-64,3.929232437071057e-61,Downregulated
205507_at,3.6105399922021277,6.38881370409,-2.7782737118878726,-26.20434107160917,7.184298001072008e-64,8.586992273014646e-61,Downregulated
223449_at,4.602379376542554,8.261477133539998,-3.6590977569974443,-26.241862459101284,1.0522886507424025e-63,1.230399942800671e-60,Downregulated
239183_at,2.871456737138298,6.158672410479999,-3.2872156733417004,-26.871678501825414,2.26941738185695e-63,2.570296308133179e-60,Downregulated
204271_s_at,7.631159424021277,11.61198185416,-3.9808224301387227,-28.083140872947023,2.2937980662327114e-63,2.570296308133179e-60,Downregulated
242009_at,4.697217373287234,11.40887082535,-6.711653452062766,-26.00792893519371,2.6131858239580253e-63,2.868424749538905e-60,Downregulated
204422_s_at,3.925967042468085,7.16934440743,-3.2433773649619146,-27.286590893730043,2.747399809991981e-63,2.9554329236045735e-60,Downregulated
222738_at,4.853952184436169,7.56303930857,-2.7090871241338306,-26.721449508922504,4.0082297865105e-63,4.22718916269125e-60,Downregulated
219689_at,3.815405560702128,8.52208488662,-4.706679325917872,-25.31775351797388,5.326074531442215e-63,5.509004706695211e-60,Downregulated
236359_at,4.49562968288298,8.687112481729999,-4.191482798847019,-26.765850244628616,7.380267466365855e-63,7.489718225395358e-60,Downregulated
239650_at,4.037760744202127,8.48249323179,-4.444732487587873,-28.761212338156753,1.4133856598978685e-62,1.4077844648753105e-59,Downregulated
231804_at,2.8878274324787245,6.405420072930001,-3.5175926404512765,-26.18831629862383,2.4581929862260546e-62,2.403933962857356e-59,Downregulated
228770_at,4.62387906630851,7.9487407878,-3.32486172149149,-26.198694536310924,2.697941829206679e-62,2.5912767718876864e-59,Downregulated
204395_s_at,4.46311281575532,8.029554920509998,-3.566442104754678,-25.989216819593633,3.561389789176746e-62,3.3605773894852714e-59,Downregulated
204396_s_at,8.319814209276595,11.352080354139998,-3.032266144863403,-28.191571623469912,4.34790432352339e-62,4.032006585259122e-59,Downregulated
205993_s_at,4.743825784234041,7.488977330339997,-2.745151546105956,-24.879706805456088,6.529730183123295e-62,5.952679112363891e-59,Downregulated
1555578_at,3.401680554723405,5.432896041099999,-2.0312154863765945,-24.826804492464476,9.56159776813311e-62,8.571334959280125e-59,Downregulated
1554762_a_at,5.842964805606384,8.14977622215,-2.306811416543617,-24.69547948027604,1.6670376294360086e-61,1.4698899333909043e-58,Downregulated
220037_s_at,4.630297016617021,9.01732063791,-4.387023621292979,-24.87798216816671,3.0261967211612364e-61,2.6252744652319074e-58,Downregulated
229172_at,4.918972303244681,8.01695763875,-3.097985335505319,-25.184777761162803,3.291621296432219e-61,2.8102086198397355e-58,Downregulated
207195_at,2.6667484886276607,5.3362832284,-2.6695347397723395,-26.362708003309,5.960189250488547e-61,5.008980297293391e-58,Downregulated
61297_at,5.938102626914893,8.7134365435,-2.775333916585107,-24.49664203972388,6.748123257587113e-61,5.5839162697320075e-58,Downregulated
228819_at,3.3285402029148936,6.447158463260001,-3.1186182603451074,-24.636207151776265,1.3012332486745643e-60,1.0604262350486381e-57,Downregulated
206069_s_at,3.6971499083085098,7.673579473530001,-3.9764295652214914,-27.731967395365807,1.5609859805516205e-60,1.2531222679096934e-57,Downregulated
236029_at,4.077512204595744,7.871048151450001,-3.7935359468542567,-24.854963529241758,2.4818078178048027e-60,1.9630369895360164e-57,Downregulated
222171_s_at,3.0162766530957437,5.554606329190001,-2.5383296760942575,-24.868037969472844,2.759008622588935e-60,2.1506672141241806e-57,Downregulated
238906_s_at,3.4954040936595736,7.147654792039999,-3.6522506983804255,-24.429966150753668,4.123665040179724e-60,3.1685063978729515e-57,Downregulated
205935_at,6.4554007028617,10.219697500239999,-3.7642967973782984,-27.278950890382117,4.734148675237418e-60,3.5863509950185884e-57,Downregulated
226694_at,10.476369667787234,12.904433307700002,-2.428063639912768,-28.88727549979088,6.46032549598833e-60,4.8260425989892825e-57,Downregulated
202760_s_at,9.00860942051064,11.52476736066,-2.516157940149361,-25.36556109935245,7.772250527445625e-60,5.726551600947814e-57,Downregulated
226462_at,3.4674020447659584,7.3032915177,-3.8358894729340416,-24.353697477788035,9.174820536688736e-60,6.668606721437032e-57,Downregulated
227929_at,4.447591228457447,8.320567050239998,-3.8729758217825507,-28.048408461640275,1.1269514487403847e-59,8.081894749593377e-57,Downregulated
212071_s_at,12.04092222180851,13.6965199128,-1.65559769099149,-26.12386693138889,1.2033872438134136e-59,8.516498196808982e-57,Downregulated
205824_at,4.406013190276595,6.54194421153,-2.1359310212534046,-24.22704390040374,1.3736568298993953e-59,9.59526055233362e-57,Downregulated
242324_x_at,4.242640822223404,7.2823032863599995,-3.0396624641365957,-23.839436902900502,2.958043240976225e-59,2.0397604328095797e-56,Downregulated
220765_s_at,4.716148125946808,7.638686182339999,-2.922538056393191,-24.136703149730366,3.0094760925980006e-59,2.0489579888161526e-56,Downregulated
241782_at,3.919018521510639,7.249750514669999,-3.3307319931593597,-24.688166573254776,4.656094335731212e-59,3.130408624270487e-56,Downregulated
226673_at,6.0503210743191485,8.730405957739999,-2.68008488342085,-24.961084279347258,7.230403086339487e-59,4.801166177800687e-56,Downregulated
230661_at,3.113517992925532,6.53480955953,-3.4212915666044683,-23.662046498618054,8.109966024515182e-59,5.319544299933824e-56,Downregulated
213181_s_at,3.872820314319149,6.473070374039999,-2.60025005972085,-23.636877520471742,1.0153981791434673e-58,6.5800248751097025e-56,Downregulated
1555216_a_at,3.715796535840426,7.4281385569200005,-3.7123420210795746,-26.32203565225379,1.1888529261556303e-58,7.612338510262706e-56,Downregulated
1559605_a_at,3.0140989960744675,6.34926991032,-3.335170914245533,-23.63218123550441,1.250661237532292e-58,7.913890037871984e-56,Downregulated
226028_at,7.292915632819147,10.718892883340002,-3.425977250520855,-26.004119064029965,1.6519514820980004e-58,1.0331611908851517e-55,Downregulated
236383_at,4.113599721989361,7.45117452202,-3.3375748000306382,-24.36627967769969,1.7766626072177e-58,1.098385919446106e-55,Downregulated
228732_at,5.0263837319042555,7.796266721990001,-2.769882990085746,-23.99956260286616,1.9646753293656476e-58,1.20081849165069e-55,Downregulated
242137_at,3.045816851212766,6.2317425698,-3.185925718587234,-24.11841346025786,2.230682139944357e-58,1.3480839278544628e-55,Downregulated
200671_s_at,5.569946163095745,8.063334359139999,-2.493388196044254,-23.761034305120052,2.7413833547435678e-58,1.6383116124248614e-55,Downregulated
206868_at,4.897090495840425,6.711956860680001,-1.8148663648395758,-23.509149555204214,3.514299713883601e-58,2.0771442242960808e-55,Downregulated
205846_at,5.006354314468085,8.49740240813,-3.491048093661915,-24.413418547259937,3.686536677405032e-58,2.1552615405533376e-55,Downregulated
229116_at,2.740659605106383,5.391280463729999,-2.650620858623616,-23.380255948290955,4.533006137793867e-58,2.621637291692268e-55,Downregulated
205405_at,3.6975766319787224,6.349667894060001,-2.652091262081279,-23.361106948629203,5.637138832237904e-58,3.2255228641568927e-55,Downregulated
237466_s_at,4.133722241797872,8.30385765624,-4.170135414442128,-25.16278228714916,8.898254582456872e-58,5.037910747073951e-55,Downregulated
208016_s_at,3.8544623390957446,7.047895184710001,-3.193432845614256,-23.84187036592585,1.5429488627424293e-57,8.590942729030732e-55,Downregulated
213417_at,4.795489446223404,8.68972512228,-3.8942356760565966,-24.123746665097986,1.5493277892313633e-57,8.590942729030732e-55,Downregulated
242500_at,4.65487103518085,8.513881467020001,-3.8590104318391507,-26.055017318229115,1.807375709647265e-57,9.919541828478345e-55,Downregulated
226950_at,6.367879190351065,10.000716270269999,-3.632837079918934,-26.143268352346766,2.2864528951544212e-57,1.2422136910987444e-54,Downregulated
209710_at,6.896116244436171,9.16022934958,-2.264113105143829,-23.714360944036684,2.368839299540774e-57,1.2741039056510007e-54,Downregulated
219059_s_at,4.156791443872341,8.48214444026,-4.32535299638766,-24.266837903581074,3.57307724721874e-57,1.902787453652546e-54,Downregulated
219682_s_at,5.032900089819149,8.75123727368,-3.71833718386085,-25.050794910157563,3.668842359057848e-57,1.9346309325910334e-54,Downregulated
202524_s_at,7.067832357468085,10.644273274750002,-3.576440917281918,-26.45367990744654,5.742231378485775e-57,2.998559775953747e-54,Downregulated
212975_at,6.519635203223405,8.359308293409999,-1.8396730901865936,-22.980347863903166,6.689795232160463e-57,3.4597819842017564e-54,Downregulated
232224_at,3.087624005074468,6.0828297528399995,-2.9952057477655316,-24.90757093584515,6.868968289965092e-57,3.5186126518482133e-54,Downregulated
209841_s_at,5.032192669765958,9.5391198202,-4.506927150434042,-25.76329306512086,7.084384908016666e-57,3.594723836439476e-54,Downregulated
226101_at,5.495459787127659,8.06884104059,-2.5733812534623404,-23.11673805618467,9.798498348004729e-57,4.9254395527643215e-54,Downregulated
217628_at,4.4195220510851065,8.28594875226,-3.866426701174893,-23.722435140128802,1.0208946748953165e-56,5.0842445355481015e-54,Downregulated
219656_at,6.712147161223403,8.832401527380002,-2.1202543661565985,-22.88890547428968,1.1960829590785242e-56,5.9020658749539e-54,Downregulated
229893_at,5.388266767446808,8.28362511673,-2.8953583492831925,-23.47364778164429,1.3450927781910075e-56,6.577014560707412e-54,Downregulated
227307_at,4.254011767382979,7.478351571729998,-3.2243398043470197,-23.194971549138852,1.5927739284790864e-56,7.717922388934788e-54,Downregulated
213316_at,6.910423238765959,9.9762198937,-3.065796654934041,-23.443867170013853,1.7015353383826825e-56,8.171319616986694e-54,Downregulated
1555270_a_at,5.98956060288298,8.51617404062,-2.5266134377370193,-23.245686218939188,1.7913837441083932e-56,8.526669562886198e-54,Downregulated
241672_at,2.3221562883936167,7.06139599235,-4.7392397039563825,-31.5566794511635,2.262638217239568e-56,1.0675285890565563e-53,Downregulated
212822_at,7.1869042362553195,9.75365398216,-2.56674974590468,-25.00800639640663,2.6092286269994713e-56,1.2203475733199442e-53,Downregulated
242332_at,4.015923119978724,6.517306818030001,-2.501383698051277,-25.871162277402288,2.808960181995554e-56,1.3024373478345938e-53,Downregulated
210838_s_at,3.6557187914999996,6.69540144059,-3.039682649090001,-23.936060088436527,3.9710266726275867e-56,1.825518295845704e-53,Downregulated
226140_s_at,9.451220358691492,11.4566101481,-2.0053897894085075,-24.504755389894047,4.0087446650282198e-56,1.8272401741797275e-53,Downregulated
1556579_s_at,4.649890165393617,8.981540258719999,-4.331650093326382,-26.10706018742339,4.150839062985288e-56,1.876109494468292e-53,Downregulated
230933_at,4.519299050670212,6.6374755180300005,-2.1181764673597883,-23.798885232907534,4.26168652027956e-56,1.9101589264979704e-53,Downregulated
212636_at,10.367680234404254,12.3979067567,-2.030226522295745,-25.381224517596845,4.875869066718892e-56,2.1673842448143995e-53,Downregulated
205960_at,4.971830728202128,8.71586030513,-3.744029576927873,-22.677184752610135,5.25467087395011e-56,2.3166207182482016e-53,Downregulated
222416_at,10.356899396297873,8.65895844864,1.697940947657873,24.406686759924558,5.311177355830376e-56,2.322495815127582e-53,Upregulated
1554012_at,2.63402903712766,5.738915424409999,-3.104886387282339,-23.583851477888885,5.910527308919263e-56,2.543228974700252e-53,Downregulated
238061_at,3.103831976861702,5.58963768645,-2.4858057095882975,-23.06752269926618,5.897475529105668e-56,2.543228974700252e-53,Downregulated
238178_at,4.237447169074469,7.497848938880001,-3.260401769805532,-23.931847820241774,6.527113476071146e-56,2.786248614475894e-53,Downregulated
201432_at,11.191575693138299,12.8766811064,-1.6851054132617005,-24.663582888628493,8.77783115453794e-56,3.7175151691179343e-53,Downregulated
230132_at,5.073640449319149,8.32063745735,-3.24699700803085,-25.463261234956462,9.638249319120419e-56,4.0500224834235224e-53,Downregulated
1552388_at,2.4875887144468085,4.614513012330001,-2.126924297883192,-24.246758224022162,1.1545442026618284e-55,4.8138228282456675e-53,Downregulated
202759_s_at,8.784239432393615,11.69570783516,-2.911468402766385,-25.581692353564247,1.2011596462943035e-55,4.894361570877683e-53,Downregulated
204642_at,6.680099552180851,9.6395570182,-2.959457466019149,-26.224656157979123,1.1896050402964465e-55,4.894361570877683e-53,Downregulated
236262_at,5.621015148531915,8.94064134628,-3.319626197748085,-25.1585028056298,1.194742539711944e-55,4.894361570877683e-53,Downregulated
241811_x_at,2.5515516894468084,7.52832806643,-4.976776376983192,-26.30476666878739,1.3063673349266748e-55,5.283028080929784e-53,Downregulated
1554789_a_at,2.6293562352446807,5.34852613241,-2.7191698971653193,-22.89512377564183,1.63473335002484e-55,6.561624474957914e-53,Downregulated
234996_at,5.970137577170215,9.81950527493,-3.849367697759785,-24.831896987064912,1.9537770791068452e-55,7.784137331617836e-53,Downregulated
231859_at,5.115619970521276,8.01631820282,-2.9006982322987245,-22.759205146820822,2.0797466178091696e-55,8.225092028344412e-53,Downregulated
209168_at,4.721283862287234,8.144911555399998,-3.4236276931127643,-23.06609970691143,2.4105437239411705e-55,9.463759469773709e-53,Downregulated
213456_at,4.082035109106383,10.0496002288,-5.967565119693616,-23.029620097958755,2.5914531486032964e-55,1.010028253991137e-52,Downregulated
221030_s_at,3.78255492106383,5.8196203748199995,-2.0370654537561697,-22.502566127363384,3.2215868145459924e-55,1.2465918590443938e-52,Downregulated
243481_at,5.098772754457446,7.67480415488,-2.576031400422554,-24.023206878618428,3.526307634448338e-55,1.3547570173317022e-52,Downregulated
221132_at,4.069872463648935,10.663644112630003,-6.593771648981067,-27.00748232094102,4.5160407473095566e-55,1.722693387480793e-52,Downregulated
218418_s_at,8.827064041414895,10.92982553401,-2.1027614925951053,-23.547274851669155,5.977514049074178e-55,2.2641307791796038e-52,Downregulated
209481_at,9.76895287756383,11.267059099500003,-1.4981062219361725,-23.56526647357667,7.548971629034888e-55,2.8393635527221712e-52,Downregulated
204677_at,6.670400724595743,10.2377847958,-3.5673840712042564,-25.40142892380343,7.771497611748777e-55,2.902762295454998e-52,Downregulated
235915_at,2.944551364946807,6.226613831670002,-3.2820624667231946,-22.78053688732566,8.72595213343848e-55,3.2367866306836007e-52,Downregulated
203812_at,4.843320399755319,8.339482007310002,-3.496161607554683,-26.011355206379502,9.303834077502465e-55,3.4275069841955315e-52,Downregulated
225544_at,6.945728779787234,9.757626144180001,-2.8118973643927676,-24.03558872387433,1.020688173649488e-54,3.734607762442949e-52,Downregulated
212239_at,8.799105171180852,10.682475650559997,-1.8833704793791455,-22.898828313508506,1.1808874523554584e-54,4.2915684129993705e-52,Downregulated
222725_s_at,4.163605264797872,7.410349515759999,-3.246744250962127,-22.893763922690848,1.2012492139903085e-54,4.336267800247163e-52,Downregulated
220994_s_at,3.859244622234043,7.995978343599998,-4.136733721365955,-24.121265338157887,1.3514323918711753e-54,4.845876175278869e-52,Downregulated
202908_at,7.584070758414895,9.64557401292,-2.061503254505104,-23.317283294808867,1.3980982375550613e-54,4.9800074043136776e-52,Downregulated
223492_s_at,8.274176913329788,9.955621853890001,-1.6814449405602137,-23.328160009456102,1.5244919384899562e-54,5.394494960764525e-52,Downregulated
213236_at,7.515378956095745,9.513911212990001,-1.998532256894256,-23.006264188981365,1.6766812122257404e-54,5.894246776521155e-52,Downregulated
205326_at,5.301803328010639,9.566237199890002,-4.264433871879364,-22.97323125784754,1.835172478397574e-54,6.409518631369605e-52,Downregulated
205637_s_at,2.4231046330319144,5.83955364544,-3.4164490124080853,-29.967933755712224,2.096125007600517e-54,7.273689010245252e-52,Downregulated
209074_s_at,5.8454914058085095,10.983256713729997,-5.137765307921487,-25.572961463151294,2.5565866519943506e-54,8.81465190154924e-52,Downregulated
209793_at,2.624247439808511,6.68046522391,-4.056217784101489,-28.77724667844458,2.5877140016517908e-54,8.865145560053709e-52,Downregulated
213176_s_at,5.428946891574469,8.40505773239,-2.9761108408155312,-21.967033767214627,2.932530002314642e-54,9.982851816740211e-52,Downregulated
204931_at,6.226027026765958,11.20029957438,-4.974272547614043,-26.629656557034988,3.456681281545265e-54,1.1693148390515321e-51,Downregulated
204442_x_at,6.331903636521278,9.374869605489998,-3.04296596896872,-23.45367983849806,3.556178542616241e-54,1.1954538693322321e-51,Downregulated
204579_at,4.908426954404255,8.554561970469999,-3.6461350160657444,-24.67739002755845,3.5921160768920074e-54,1.2000345050416988e-51,Downregulated
226022_at,8.962106508829788,11.015595297969998,-2.0534887891402107,-23.3116780417209,3.7813206527158013e-54,1.2554451396726673e-51,Downregulated
204975_at,10.330904393234041,13.1186459579,-2.787741564665959,-24.324984352135154,3.977881866626243e-54,1.3126033992537367e-51,Downregulated
206757_at,3.675318103691489,6.925183962869999,-3.2498658591785103,-22.189275540531128,5.1816654321092384e-54,1.6993966886062652e-51,Downregulated
226656_at,7.490784072478722,9.05454066947,-1.5637565969912783,-22.729010267348688,8.072822728389374e-54,2.6315445046615203e-51,Downregulated
201291_s_at,9.100906952510638,4.3915287551799995,4.709378197330638,22.402484096759405,8.540400187186073e-54,2.767192557036085e-51,Upregulated
205498_at,4.488857396510638,8.01680168743,-3.527944290919362,-24.35925366999766,8.635093238823985e-54,2.781120508643035e-51,Downregulated
206855_s_at,8.920819159308511,10.71710688316,-1.7962877238514885,-21.79054724444557,9.409584568125607e-54,3.0125233070309757e-51,Downregulated
230482_at,4.6039637253936165,7.81644868239,-3.2124849569963834,-22.639620899594572,9.771834528799997e-54,3.1099875264262523e-51,Downregulated
228548_at,5.68041087824468,8.36471690818,-2.6843060299353203,-24.328040688529917,1.0480961758858246e-53,3.316052995070292e-51,Downregulated
225144_at,9.829206689361703,11.557765663499998,-1.728558974138295,-21.87323547055995,1.0648503186138254e-53,3.349359019705451e-51,Downregulated
232305_at,3.280021719180851,5.689185359390001,-2.4091636402091496,-21.68855018630535,1.6494063570404569e-53,5.1578471116150007e-51,Downregulated
202148_s_at,8.972122519287236,6.6074519186900025,2.3646706005972336,26.792150576200306,1.6836714380206992e-53,5.234563697420886e-51,Upregulated
210081_at,5.682354649053192,12.2279984781,-6.545643829046808,-28.419507249710346,1.9358978974980367e-53,5.984149673266058e-51,Downregulated
224013_s_at,2.563283258170213,6.049023513020002,-3.4857402548497887,-25.27573444538063,2.1561338284183915e-53,6.589193982688159e-51,Downregulated
205471_s_at,4.930690909723405,8.319284690800002,-3.3885937810765965,-24.067025968485147,2.146276429909569e-53,6.589193982688159e-51,Downregulated
230720_at,3.5607647463829792,7.316399686880001,-3.755634940497022,-22.893054279614987,2.300864612581547e-53,6.990528907545296e-51,Downregulated
213069_at,9.667145848351062,12.021004337699999,-2.353858489348937,-23.878461172094383,2.313453585585585e-53,6.990528907545296e-51,Downregulated
242342_at,3.49821245630851,6.545159744250002,-3.046947287941492,-21.756000717374857,2.3909789043617463e-53,7.184424097765412e-51,Downregulated
243172_at,3.735603364159575,6.334877387580001,-2.5992740234204255,-21.692079678442408,3.045848955198527e-53,9.101335105794888e-51,Downregulated
225078_at,10.66878311926596,13.6222871398,-2.953504020534039,-25.386336193819442,3.092920699046085e-53,9.190929984469211e-51,Downregulated
218665_at,5.989652527223405,8.219947198129999,-2.230294670906594,-21.926062655850192,3.4178982155276737e-53,1.010082820991052e-50,Downregulated
205978_at,4.467123783521277,8.13545422569,-3.668330442168722,-24.097134372064357,3.4838253155404424e-53,1.0239400460199903e-50,Downregulated
219761_at,3.8061531134893616,6.80751025853,-3.001357145040638,-24.026286448405568,3.5876784206871305e-53,1.04873299747325e-50,Downregulated
201292_at,9.02519203182979,4.89899310952,4.126198922309789,22.01971255104372,4.752729160868506e-53,1.374356401325126e-50,Upregulated
211922_s_at,9.641732123031916,11.494892717989998,-1.8531605949580818,-22.19266093168787,4.749939373277469e-53,1.374356401325126e-50,Downregulated
207069_s_at,7.659230713840426,10.743610885060004,-3.0843801712195784,-21.719763395499434,5.503718152735081e-53,1.583010612636412e-50,Downregulated
231773_at,4.428160429361702,8.25715183594,-3.8289914065782984,-24.172345690700038,6.411207526811778e-53,1.834219191686693e-50,Downregulated
204072_s_at,8.406580760234045,10.96424307786,-2.5576623176259563,-24.02315025067309,6.57148419331854e-53,1.870126184242492e-50,Downregulated
221747_at,8.292085372170213,10.98632364155,-2.6942382693797864,-24.08523367973416,8.37855646214243e-53,2.3718370414357513e-50,Downregulated
219091_s_at,6.322306431840428,9.41593294769,-3.0936265158495733,-23.12471485541592,8.438048830579467e-53,2.3761722219976293e-50,Downregulated
241926_s_at,5.278592795680851,8.26482158288,-2.986228787199149,-22.698897238089376,8.605829980506312e-53,2.4107977673516273e-50,Downregulated
207519_at,3.5933756134999992,9.04812662019,-5.454751006690001,-24.0255422392985,9.6126063301743e-53,2.6788789848432896e-50,Downregulated
208789_at,9.25883131879787,11.992285185710003,-2.733453866912132,-24.600946822149822,1.041593987667644e-52,2.8877924856026756e-50,Downregulated
219821_s_at,5.646229887712766,7.86913738189,-2.2229074941772335,-22.326463233092497,1.053541337322746e-52,2.9059371471405753e-50,Downregulated
220170_at,4.5214607316489355,9.10412326458,-4.582662532931065,-25.991429513708724,1.1716300249752488e-52,3.1926902754223125e-50,Downregulated
206382_s_at,3.2310039985957433,6.439295362319999,-3.208291363724256,-21.448807545074295,1.1812467274179902e-52,3.1926902754223125e-50,Downregulated
229641_at,5.133725206340425,8.9131821658,-3.7794569594595755,-23.60612791337718,1.1800927851731142e-52,3.1926902754223125e-50,Downregulated
221846_s_at,5.643846194031914,7.787050196540001,-2.143204002508087,-22.38910551279784,1.1711485659738755e-52,3.1926902754223125e-50,Downregulated
205019_s_at,5.909295355563831,10.10780677935,-4.198511423786169,-21.3706418443771,1.2148465364234864e-52,3.267086790403682e-50,Downregulated
201539_s_at,6.1858999338723395,11.030384586339999,-4.844484652467659,-25.002976806793445,1.3685649872138467e-52,3.662170965287759e-50,Downregulated
208981_at,9.916541521553192,12.411919115800002,-2.4953775942468095,-25.545602151992895,1.4419433865935433e-52,3.839424108481204e-50,Downregulated
