Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Regulation
238273_at,2.450190601680851,2.2498984861599993,0.2002921155208517,2.986272836328636,0.0035920726710156558,0.007769149939007884,Upregulated
238274_at,2.2176662203085105,2.21332893952,0.004337280788510256,1.1109925585135998,0.2694048270023293,0.3525941216942594,Upregulated
238275_at,2.2205088027340425,2.2140747778399996,0.006434024894042878,0.8991892356309282,0.37076715000387434,0.44093311362921234,Upregulated
238276_at,2.4474346367872335,2.4961670962099998,-0.04873245942276627,-3.190595216223522,0.0017450445301950153,0.0039629693084389924,Downregulated
238277_at,2.6107851270638296,2.36737576188,0.2434093651838296,3.514804952952707,0.0005808080083557388,0.0014138646543300187,Upregulated
238278_at,2.2154959050638294,2.22834127814,-0.012845373076170397,-0.857889926061519,0.39296290822620444,0.4624114593037243,Downregulated
238279_x_at,3.6942752005106385,3.0330687444800004,0.6612064560306381,5.965994681396984,1.9568059866326048e-08,8.09419109413376e-08,Upregulated
238280_at,2.2221041064148936,2.2136575923099997,0.008446514104893943,0.8990006796740919,0.3709314695416279,0.44109927085487505,Upregulated
238281_at,2.4804261702127657,2.3840942071199995,0.09633196309276615,1.4857684820351993,0.13945029803052383,0.20774633641341,Upregulated
238282_at,2.2220056336914893,2.24467015604,-0.022664522348510907,-2.203562494423932,0.029280516554382505,0.053487361207513164,Downregulated
238283_at,2.2212075632659576,2.21300594019,0.00820162307595762,1.5289926228610302,0.12965132140321864,0.19548190432521845,Upregulated
238284_at,2.2299368532446806,2.21287795357,0.01705889967468055,1.3753184568482173,0.17233611329781062,0.2467331289883955,Upregulated
238285_at,2.2530035290531916,2.21387859144,0.03912493761319169,1.3944363675532219,0.16650506128388703,0.24005256992562113,Upregulated
238286_at,2.2206409183829785,2.212752368,0.007888550382978643,1.2047312464467563,0.23136392687186377,0.3128869599399091,Upregulated
238287_at,2.2152999792765953,2.21483518993,0.000464789346595218,0.17800075777188645,0.8589149135730344,0.8853676295337056,Upregulated
238288_at,2.212801795617021,2.21346438831,-0.0006625926929788584,-1.6828500312729178,0.09545777216487561,0.15092424038507893,Downregulated
238289_at,3.2034853846382974,2.8623099491699993,0.3411754354682981,3.6471243432749856,0.0003810487630621207,0.0009517106463923484,Upregulated
238290_at,2.212867522297872,2.212752368,0.0001151542978723441,0.9999999999999998,0.31990533692937834,0.39274219848801906,Upregulated
238291_at,2.2215011008723407,2.21534252915,0.006158571722340689,0.9531314056367738,0.3426273955161832,0.4138923547497682,Upregulated
238292_at,2.2414811955638294,2.2164120893200003,0.025069106243829076,2.067275372256355,0.041215126030763105,0.07265035500070874,Upregulated
238293_at,2.222945930255319,2.23244365285,-0.009497722594680624,-0.6817405952819641,0.4962983643704389,0.5609966548142914,Downregulated
238294_at,2.2185627799893615,2.21732632583,0.0012364541593616885,0.34208319836520507,0.7326625536090295,0.7767396663587683,Upregulated
238295_at,7.077160427,5.778034645539999,1.2991257814600008,9.985786190341877,2.8622907840271108e-18,3.129088864017931e-17,Upregulated
238296_at,2.2158980750638295,2.2171526762399996,-0.0012546011761700449,-0.40131309458209835,0.6886765688065172,0.7380922173921955,Downregulated
238297_at,3.6405227197234047,4.1804257816299994,-0.5399030619065948,-2.9169596360427787,0.004006544231580429,0.008603664632083083,Downregulated
238298_at,2.212752368,2.212752368,0.0,,,,Downregulated
238299_at,5.682569796819149,3.95004902176,1.7325207750591494,11.360133151343428,2.9409877905885198e-21,4.175923160100162e-20,Upregulated
238300_s_at,2.2255208047553188,2.21567871453,0.009842090225318678,1.3615081636096686,0.1757435455895809,0.2507438681914478,Upregulated
238301_at,2.217310935223404,2.2136148801399997,0.003696055083404204,1.9293312122005406,0.05621643851781677,0.09544696397897787,Upregulated
238302_at,2.212752368,2.212752368,0.0,,,,Downregulated
238303_at,5.294656211127659,4.2465468378899995,1.0481093732376596,6.753886891939194,2.573160260896332e-10,1.2900820077607206e-09,Upregulated
238304_at,2.2246600759787234,2.21586912369,0.008790952288723286,0.8142781410429729,0.4174415191419529,0.48621799647587777,Upregulated
238305_at,2.282065966787234,2.21416646049,0.06789950629723407,2.5755570718533503,0.011581302261110434,0.022995013600209894,Upregulated
238306_at,2.212752368,2.212752368,0.0,,,,Downregulated
238307_at,2.283916744925532,2.2683762665200002,0.015540478405531744,0.6707513882887545,0.5032400849823532,0.5675670205674324,Upregulated
238308_at,2.2511258700212764,2.2128142242399997,0.03831164578127666,1.5093831616435212,0.1345909225514285,0.20166428802005518,Upregulated
238309_x_at,2.2302930508404253,2.2147479148700002,0.015545135970425061,1.2476678400761676,0.21524115530748866,0.2953155650060861,Upregulated
238310_at,2.3491336053936167,2.212752368,0.13638123739361685,1.911170214450162,0.059062335749928516,0.09964013520624977,Upregulated
238311_at,5.002687296265957,4.066996106580001,0.9356911896859561,7.419464571768673,4.9532096572866165e-12,2.958504548881932e-11,Upregulated
238312_s_at,2.227599224829787,2.2274913334299997,0.00010789139978717444,0.008767471760321083,0.993017412129003,0.9944040239200639,Upregulated
238313_at,2.2177430318936167,2.21477971606,0.002963315833616864,0.8189573227840117,0.4143322950030101,0.48330680587794195,Upregulated
238314_x_at,2.223909228797872,2.21657034883,0.007338879967872192,1.3157747006241869,0.19066020565851596,0.2676807575449997,Upregulated
238315_s_at,6.181367373936169,6.20125106921,-0.019883695273830604,-0.18390879164439414,0.8543807821826946,0.8814396078135148,Downregulated
238316_at,2.3054264656276593,2.22318913891,0.08223732671765926,2.5829209943292972,0.011323186416629159,0.022529090541368545,Upregulated
238317_x_at,6.426729049489362,5.9490601850300004,0.4776688644593614,2.268810128778595,0.024449751105591718,0.04545013869376361,Upregulated
238318_at,2.5630636337234045,3.12501760059,-0.5619539668665956,-10.209523335951289,1.46318161273169e-18,1.642978835540432e-17,Downregulated
238319_at,2.2155160492765953,2.21448675623,0.001029293046595381,0.40757108253412255,0.6840461844797945,0.7339575621111822,Upregulated
238320_at,7.594469770659573,4.39942848384,3.1950412868195723,9.470688104446387,6.371347784653787e-16,5.623388774948943e-15,Upregulated
238321_at,2.21415956393617,2.21326145788,0.0008981060561703558,0.9220960952125357,0.35838068753259816,0.4290007936354564,Upregulated
238322_s_at,4.777608710223403,4.82821568734,-0.05060697711659756,-1.4945637948438595,0.13675823561162187,0.20439821214901754,Downregulated
